protein_hash,seq_len,mean_plddt,ptm,afdb_tm,afdb_seq_id,contact_ratio,plddt_std,eval_tm,eval_seq_id,pass_length,pass_plddt,pass_ptm,pass_globularity,pass_plddt_uniform,pass_afdb_seq_novel,pass_afdb_struct_novel,pass_afdb_dedup,pass_eval_leakage,kept
09b8ec02167f61ab374db6003ab979ba,160,0.3704516589641571,0.1540424227714538,0.5032,0.037,0.6125,0.085621598636989,,,True,False,False,False,False,True,True,True,True,False
09b8ed4ea8d9729efdfa99ea42c794ba,160,0.6391786336898804,0.2903306484222412,0.5486,0.055,0.1625,0.1054179372422961,,,True,False,False,False,False,True,True,True,True,False
09b8f14a211bebfd6c98d06a9decb861,160,0.8830223083496094,0.7264524102210999,0.8931,0.273,0.65,0.0691521840274598,,,True,True,True,False,False,True,True,True,True,True
09b8f2241d1397e414b1d57cf829dc83,160,0.4436098635196686,0.1789512038230896,0.4512,0.022,0.40625,0.0710558378897856,,,True,False,False,False,False,True,True,True,True,False
09b8f4f4fbad1777e0c4590d1c84ce6c,160,0.735601544380188,0.7042241096496582,0.7928,0.374,0.775,0.1742944071369953,,,True,True,True,False,False,True,True,True,True,True
09b8f946060c8c7375bc17ab5e8c3026,160,0.6628705263137817,0.5220034122467041,0.5475,0.274,0.39375,0.2085522172020584,,,True,False,True,False,False,True,True,True,True,False
09b8f973e63766fd0fdc2ef2e16d20ac,160,0.3639106750488281,0.2052142173051834,0.4444,0.019,0.625,0.051405127617197,,,True,False,False,False,False,True,True,True,True,False
09b8fad88581863b19d6e7e17598fe17,160,0.5826012492179871,0.4192371964454651,0.4774,0.061,0.49375,0.1823793405098351,,,True,False,False,False,False,True,True,True,True,False
09b904807674befdf253d3f1ba15a2c4,160,0.5610828995704651,0.2363456487655639,0.55,0.014,0.0125,0.1187194809274148,,,True,False,False,False,False,True,True,True,True,False
09b90553c54bf8e10936f41a65fd1c93,160,0.3066549301147461,0.1512655466794967,0.5122,0.047,0.7875,0.0413413036862286,,,True,False,False,False,False,True,True,True,True,False
09b90681c39405707bfe4ee8c4e22887,160,0.5001341700553894,0.4196469783782959,0.5087,0.024,0.39375,0.1786318871601542,,,True,False,False,False,False,True,True,True,True,False
09b90a73e8704e8706a6fe5c6c047e3a,160,0.842320442199707,0.8555745482444763,0.9069,0.392,0.78125,0.1255073152571256,,,True,True,True,False,False,True,True,True,True,True
09b90ab23ebdde24784cf393f3dedecd,160,0.8417822122573853,0.8685519099235535,0.8758,0.076,0.7375,0.1246290530921469,,,True,True,True,False,False,True,True,True,True,True
09b90ccdc3bab2f0e812958caeed501b,160,0.9377838969230652,0.921334445476532,0.9392,0.388,0.8375,0.0649122589187667,,,True,True,True,False,False,True,True,True,True,True
09b90f6bda6d673dc5006b13eceb20f8,160,0.7106624245643616,0.7037255764007568,0.7568,0.133,0.575,0.1732321993032369,,,True,True,True,False,False,True,True,True,True,True
09b90f6fc0a78a151a1e7fbeac04e110,160,0.7913774251937866,0.7659740447998047,0.8148,0.198,0.675,0.2015392495980227,,,True,True,True,False,False,True,True,True,True,True
09b90f9c25015cdedc641d8c3cfd6760,160,0.5802642703056335,0.2058271914720535,0.4269,0.006,0.0,0.107575398347076,,,True,False,False,False,False,True,True,True,True,False
09b912160ef8df7cc185998c62f685f2,160,0.7322801947593689,0.6791767477989197,0.8293,0.283,0.5,0.194505391170548,,,True,True,True,False,False,True,True,True,True,True
09b912606bd658c3defb223494d6b99a,160,0.6308380365371704,0.6315079927444458,0.6804,0.256,0.6875,0.1695948111919437,,,True,False,True,False,False,True,True,True,True,False
09b9266d4a186b854b23a4469ffcc0c3,160,0.4065085351467132,0.1423460096120834,0.4543,0.059,0.5,0.0738413679538,,,True,False,False,False,False,True,True,True,True,False
09b926fe3eb83bcf27e7f2e16132e3f7,160,0.9008582830429076,0.8878588676452637,0.9355,0.254,0.76875,0.0506823819033959,,,True,True,True,False,False,True,True,True,True,True
09b9297ba45a26d294ef1def979e807d,160,0.7181215286254883,0.5786283612251282,0.7062,0.027,0.6125,0.159843176210484,,,True,True,True,False,False,True,True,True,True,True
09b92bc7d9aebecceca5879ba6049f30,160,0.904977798461914,0.8949801325798035,0.9571,0.422,0.7875,0.1066440508848061,,,True,True,True,False,False,False,True,True,True,False
09b9314d312b0b87da63befb573d4775,160,0.7550007700920105,0.346274733543396,0.6397,0.047,0.54375,0.1222037376454236,,,True,True,False,False,False,True,True,True,True,False
09b8a484689c123173ac173004a86b79,161,0.4201944470405578,0.1759497672319412,0.5119,0.023,0.4782608695652174,0.107043824600116,,,True,False,False,False,False,True,True,True,True,False
09b8a5bcf420320c5c54ad1a6de76c75,161,0.6719779372215271,0.4664719402790069,0.5723,0.309,0.5652173913043478,0.2203849617978553,,,True,False,False,False,False,True,True,True,True,False
09b8a8e02c6a437ac5c18fab9f9a05d9,161,0.8668509721755981,0.8736133575439453,0.8462,0.304,0.7950310559006211,0.1079606796161769,,,True,True,True,False,False,True,True,True,True,True
09b8aa3c54480e2678f7d83566198322,161,0.4292400777339935,0.1988997012376785,0.5087,0.026,0.4037267080745341,0.07820297933593,,,True,False,False,False,False,True,True,True,True,False
09b8b03fcc5cc068d28a8ee12311fadf,161,0.6971991062164307,0.6616405248641968,0.7813,0.25,0.5900621118012422,0.1834986692868629,,,True,False,True,False,False,True,True,True,True,False
09b8bc34b2b51f7d7520108ee203144d,161,0.8487669229507446,0.87725830078125,0.8207,0.266,0.782608695652174,0.0705846069120948,,,True,True,True,False,False,True,True,True,True,True
09b8c476390668f50479723218b24854,161,0.4297946989536285,0.247046872973442,0.5993,0.052,0.5590062111801242,0.0515094859652579,,,True,False,False,False,False,True,True,True,True,False
09b8cbf237dbbd48366ca6b7af5c5c92,161,0.3358231484889984,0.1708780080080032,0.4549,0.012,0.7453416149068323,0.0477520972230442,,,True,False,False,False,False,True,True,True,True,False
09b8d323812de09d051b2d8ff576bafc,161,0.5477105379104614,0.3804791569709778,0.4609,0.013,0.2919254658385093,0.177243317661195,,,True,False,False,False,False,True,True,True,True,False
09b8d91bf132ae6445bee617ae9db255,161,0.3419249653816223,0.1671167463064193,0.5203,0.034,0.6024844720496895,0.0717782514437922,,,True,False,False,False,False,True,True,True,True,False
09b8dd3e9a79bfd0516fe89804f0843f,161,0.8615787029266357,0.8838139176368713,0.8485,0.075,0.7515527950310559,0.0984052401080777,,,True,True,True,False,False,True,True,True,True,True
09b8e058a9637e4b8fb098edc68910c9,161,0.3479060530662536,0.1607022434473037,0.4832,0.017,0.7577639751552795,0.1048135552181404,,,True,False,False,False,False,True,True,True,True,False
09b8e4249f247c74ef3c709b27fb1a69,161,0.8229996562004089,0.7629801034927368,0.7866,0.305,0.577639751552795,0.1082631399911484,,,True,True,True,False,False,True,True,True,True,True
09b8ea0b16b37208e3d4b2a8496c2247,161,0.8147806525230408,0.6593194007873535,0.9186,0.319,0.6024844720496895,0.0862586336225973,,,True,True,True,False,False,True,True,True,True,True
09b8ebdcb608d4ce3e52349ba99e7a02,161,0.6923040747642517,0.4832677841186523,0.5608,0.092,0.6086956521739131,0.1905381339550076,,,True,False,False,False,False,True,True,True,True,False
09b8eef5450d31f1568f47346e23a7d5,161,0.4789569079875946,0.1105397269129753,0.4188,0.032,0.0559006211180124,0.0643199818455224,,,True,False,False,False,False,True,True,True,True,False
09b8efb25d63c8b1c9d7493ea22c1607,161,0.8635553121566772,0.8558693528175354,0.9289,0.315,0.6086956521739131,0.1440324608675441,,,True,True,True,False,False,True,True,True,True,True
09b901896001ba40571441fe5f377e38,161,0.3192390203475952,0.1556019783020019,0.5514,0.033,0.7577639751552795,0.0497626063761651,,,True,False,False,False,False,True,True,True,True,False
09b902070229df8f4ec81494d53de135,161,0.4914746880531311,0.1781857907772064,0.5584,0.027,0.2981366459627329,0.0962577401246927,,,True,False,False,False,False,True,True,True,True,False
09b903537e06f1127a713633f87c4990,161,0.7205934524536133,0.6803393959999084,0.9159,0.106,0.6459627329192547,0.1072135092663698,,,True,True,True,False,False,True,True,True,True,True
09b904aa2e99f8cfe848ed8d4c613490,161,0.6581947207450867,0.420037567615509,0.5455,0.043,0.6583850931677019,0.1287034673362395,,,True,False,False,False,False,True,True,True,True,False
09b91153ae23c2fe471c367b714e47fe,161,0.7359181642532349,0.7027373313903809,0.8004,0.232,0.6211180124223602,0.2003201630855372,,,True,True,True,False,False,True,True,True,True,True
09b9122ce9b9bd3aa57af74196604450,161,0.7007239460945129,0.5026979446411133,0.5666,0.114,0.453416149068323,0.2279947939126249,,,True,True,True,False,False,True,True,True,True,True
09b919e20cd072c4a19767c669197e60,161,0.3441978394985199,0.1781724393367767,0.5229,0.049,0.7763975155279503,0.0506166133671852,,,True,False,False,False,False,True,True,True,True,False
09b91e539dcb3dbde50740e91dbbc756,161,0.69541996717453,0.5876205563545227,0.8094,0.115,0.6956521739130435,0.2256014419166989,,,True,False,True,False,False,True,True,True,True,False
09b923143d5af1ee3d708ebd34fd35ff,161,0.8903428316116333,0.8970084190368652,0.9673,0.38,0.7018633540372671,0.1012151537083403,,,True,True,True,False,False,True,True,True,True,True
09b9236a9a638593cdc68fb124a931d5,161,0.3601979911327362,0.2306528240442276,0.4669,0.034,0.6894409937888198,0.0746070516078646,,,True,False,False,False,False,True,True,True,True,False
09b923c611d30ae96f35c885dba96386,161,0.3083899915218353,0.167606309056282,0.5286,0.034,0.7515527950310559,0.0574891436710537,,,True,False,False,False,False,True,True,True,True,False
09b926837a997673e5f58cec7d4ad0f4,161,0.6505151391029358,0.4842172563076019,0.4879,0.139,0.4037267080745341,0.1879422166458855,,,True,False,False,False,False,True,True,True,True,False
09b927ae3b20565d9994f0c898c1628f,161,0.6635536551475525,0.6293347477912903,0.7247,0.117,0.6956521739130435,0.144875740184094,,,True,False,True,False,False,True,True,True,True,False
09b92bc0234350d312007d4965c0dc7e,161,0.8202582597732544,0.8334152698516846,0.7763,0.054,0.7888198757763976,0.155286233628019,,,True,True,True,False,False,True,True,True,True,True
09b89fea35662cd068a5db36b5d695fd,162,0.5973826050758362,0.4024675786495209,0.4901,0.093,0.5185185185185185,0.1788497615030159,,,True,False,False,False,False,True,True,True,True,False
09b8a35e4f3c61eee0cf0ac3db93d25f,162,0.3965988159179687,0.1982237845659256,0.5227,0.057,0.5617283950617284,0.0651305727713911,,,True,False,False,False,False,True,True,True,True,False
09b8a515c554641a9f9fb5689cbfd06d,162,0.4468229413032532,0.1706501692533493,0.4455,0.005,0.4074074074074074,0.1137481812221936,,,True,False,False,False,False,True,True,True,True,False
09b8a82ef076a3ef76ca541d4185b3c3,162,0.6599948406219482,0.4961211681365967,0.6245,0.083,0.845679012345679,0.1586929752493104,,,True,False,False,False,False,True,True,True,True,False
09b8bd006ae5157f7dce3516a988cd9f,162,0.6275159120559692,0.6231287121772766,0.725,0.07,0.5987654320987654,0.2092861471895162,,,True,False,True,False,False,True,True,True,True,False
09b8bd24cbef82320fc3310448e51dea,162,0.7968113422393799,0.7543758749961853,0.8894,0.237,0.5185185185185185,0.1356584465307659,,,True,True,True,False,False,True,True,True,True,True
09b8c481efd761d0d7340de676792c73,162,0.4300978779792785,0.2067813724279403,0.4614,0.016,0.3333333333333333,0.056117233481169,,,True,False,False,False,False,True,True,True,True,False
09b8c8ae91f0d6947bc271cbd00fd775,162,0.7042450308799744,0.5173182487487793,0.7316,0.077,0.419753086419753,0.1302230638391611,,,True,True,True,False,False,True,True,True,True,True
09b8d9edc0487cbcf0f2e60feffe7010,162,0.4987267255783081,0.1905114352703094,0.4723,0.03,0.2901234567901234,0.1231311742863554,,,True,False,False,False,False,True,True,True,True,False
09b8eba7c8edbc582879d690f60bb16f,162,0.3901448845863342,0.2837498486042022,0.4936,0.051,0.7037037037037037,0.0831932729300746,,,True,False,False,False,False,True,True,True,True,False
09b9060d53d90c373600e4ce19e3bdcc,162,0.8015172481536865,0.6782297492027283,0.7927,0.101,0.4012345679012346,0.1247410824837982,,,True,True,True,False,False,True,True,True,True,True
09b908ba875d6bab3f929acdf9fc282a,162,0.4551465511322021,0.0959747061133384,0.3936,0.022,0.4012345679012346,0.0335201438900409,,,True,False,False,False,False,True,True,True,True,False
09b909948046997a7aef17b425ba1700,162,0.87646484375,0.7433277368545532,0.785,0.12,0.4012345679012346,0.0779875359842442,,,True,True,True,False,False,True,True,True,True,True
09b90e0d247b8db69ce0b45bc8292a5c,162,0.6793296337127686,0.5265325307846069,0.7146,0.23,0.5987654320987654,0.1156586035942902,,,True,False,True,False,False,True,True,True,True,False
09b9181972201af7f79c444cbcf4ccb1,162,0.4716748893260956,0.1550415307283401,0.4356,0.031,0.0308641975308641,0.0891778743049387,,,True,False,False,False,False,True,True,True,True,False
09b91dc6e2f797a30cdd36001efd3cf5,162,0.4591262638568878,0.1767512708902359,0.4797,0.029,0.3148148148148148,0.0852676805222907,,,True,False,False,False,False,True,True,True,True,False
09b91fce3522ad424c6c2e68cd460241,162,0.7402445077896118,0.7166651487350464,0.8596,0.126,0.7345679012345679,0.1320660075290412,,,True,True,True,False,False,True,True,True,True,True
09b92d72055428999659aa302a607fb1,162,0.6036204695701599,0.4556629657745361,0.5662,0.096,0.5246913580246914,0.1780714815366903,,,True,False,False,False,False,True,True,True,True,False
09b92e1c221381b273336323ced241b7,162,0.8526813983917236,0.8587428331375122,0.9113,0.271,0.6604938271604939,0.1169249124329586,,,True,True,True,False,False,True,True,True,True,True
09b93097535d89738311334934b87199,162,0.7776713371276855,0.68939208984375,0.7316,0.36,0.5370370370370371,0.222930239302861,,,True,True,True,False,False,True,True,True,True,True
09b934ba7fcbb579e544ed6a309c6228,162,0.595477283000946,0.3813227415084839,0.4683,0.022,0.3518518518518518,0.159369670037628,,,True,False,False,False,False,True,True,True,True,False
09b8a005905692d9dc16dd333b59ae9b,163,0.6747710704803467,0.3738529682159424,0.5404,0.076,0.6073619631901841,0.1120977581023137,,,True,False,False,False,False,True,True,True,True,False
09b8a3adef3c6aef905f7d1cbd974a71,163,0.7349939942359924,0.4889853596687317,0.6035,0.196,0.3312883435582822,0.1688927564439799,,,True,True,False,False,False,True,True,True,True,False
09b8a8d9c3932d0c5c2dc51691663cbd,163,0.7172464728355408,0.6770607233047485,0.7732,0.028,0.8159509202453987,0.2057601464805571,,,True,True,True,False,False,True,True,True,True,True
09b8a9672c6943852c85e155df2e7f52,163,0.8719089031219482,0.8558633327484131,0.8853,0.559,0.7116564417177914,0.1587629163860503,,,True,True,True,False,False,False,True,True,True,False
09b8aa3a46fd69e7256cbd3393092a23,163,0.7150675058364868,0.4453779458999634,0.5836,0.043,0.7730061349693251,0.1941254466060939,,,True,True,False,False,False,True,True,True,True,False
09b8ada6e07778da12b09e063155e496,163,0.2937451601028442,0.1297362744808197,0.4139,0.042,0.7239263803680982,0.0828718881990138,,,True,False,False,False,False,True,True,True,True,False
09b8ae1a0129a36798b248548f139cdb,163,0.5882225036621094,0.2842081189155578,0.5859,0.039,0.0429447852760736,0.1476243892606077,,,True,False,False,False,False,True,True,True,True,False
09b8b30677747e95b881b36814d5492b,163,0.7903616428375244,0.6672199964523315,0.898,0.297,0.5828220858895705,0.1389214298999052,,,True,True,True,False,False,True,True,True,True,True
09b8c079cddd6936ef9e156437e7109d,163,0.3724434673786163,0.1788431257009506,0.5204,0.021,0.6012269938650306,0.1250127792959026,,,True,False,False,False,False,True,True,True,True,False
09b8c0d745f204ed29e3e98b80330f1c,163,0.692533016204834,0.5689377784729004,0.7309,0.191,0.4969325153374233,0.1736406518437711,,,True,False,True,False,False,True,True,True,True,False
09b8c8cfb01b74d2f7e6292f2718b407,163,0.8750902414321899,0.8693912625312805,0.8998,0.24,0.7852760736196319,0.1103353072502488,,,True,True,True,False,False,True,True,True,True,True
09b8d09f4e6a410c2b962185a43be6d4,163,0.3879278898239136,0.1786926835775375,0.6183,0.018,0.5644171779141104,0.0608851752636786,,,True,False,False,False,False,True,True,True,True,False
09b8d357ea1e27151510b4b853aa67c9,163,0.3567512333393097,0.2071067690849304,0.5975,0.026,0.5337423312883436,0.0667703208914929,,,True,False,False,False,False,True,True,True,True,False
09b8d81e6c186fb831717e8a7fb68567,163,0.6892798542976379,0.6250496506690979,0.7703,0.11,0.4785276073619632,0.2540429958089498,,,True,False,True,False,False,True,True,True,True,False
09b8d9c358cc0b4e69fe5bd544f72e6f,163,0.6063202619552612,0.5345951914787292,0.6427,0.091,0.4662576687116564,0.1210934211926344,,,True,False,True,False,False,True,True,True,True,False
09b8deb28b33b6593afd3fc2579d94d2,163,0.7117819786071777,0.531222403049469,0.6425,0.176,0.3926380368098159,0.2042425512990298,,,True,True,True,False,False,True,True,True,True,True
09b8e8c9f6ca11f779b7311a893fd96e,163,0.7874030470848083,0.7904462814331055,0.9103,0.416,0.6871165644171779,0.2004450871242982,,,True,True,True,False,False,False,True,True,True,False
09b8ed9b18064f2d332272e495703d2f,163,0.3765438497066498,0.3024234473705292,0.4737,0.034,0.7423312883435583,0.0973291720032956,,,True,False,False,False,False,True,True,True,True,False
09b8ef5e3f6a72b92b25a39eef00f7e7,163,0.7484835982322693,0.5076195001602173,0.6421,0.209,0.6073619631901841,0.1093449582241179,,,True,True,True,False,False,True,True,True,True,True
09b8efef883485af7daf9f85490d1879,163,0.753631591796875,0.7326195240020752,0.7452,0.108,0.6871165644171779,0.191481257310577,,,True,True,True,False,False,True,True,True,True,True
