stem,source,length,md5,exact_dup,top_sae_sim,top_hit_accession,top_seq_identity,top_coverage,search_status,near_dup
3dgn_A,denovo_pdb,69,f9c1631c305b18c958088b70ec2d2d50,False,0.894424166687756,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3dgo_A,denovo_pdb,69,31ff060ed025413c11a2e3a21acc903e,False,0.8950285175730304,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3lt8_A,denovo_pdb,69,33b48562b5bd1384d8211e432f1fad31,False,0.8847945410185907,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3lt9_A,denovo_pdb,69,33b48562b5bd1384d8211e432f1fad31,False,0.8847945410185907,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3lta_A,denovo_pdb,69,31ff060ed025413c11a2e3a21acc903e,False,0.8950285175730304,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3ltb_A,denovo_pdb,69,f9c1631c305b18c958088b70ec2d2d50,False,0.894424166687756,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3ltc_A,denovo_pdb,69,f9c1631c305b18c958088b70ec2d2d50,False,0.894424166687756,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3ltd_A,denovo_pdb,69,f9c1631c305b18c958088b70ec2d2d50,False,0.894424166687756,JGI_freshwater_misc|SAMN06267858|k141_2497286_1,0.11764705882352941,0.9855072463768116,200,False
3o49_A,denovo_pdb,123,4fcdf2f62ad1281016a1a7a52ceec2d6,False,0.886386137841287,UPI0017659A8C,0.3684210526315789,0.7723577235772358,200,True
3o4b_A,denovo_pdb,123,59f69e1543effafe53c665fcfdcd6867,False,0.8845101382760796,UPI0017659A8C,0.3684210526315789,0.7723577235772358,200,True
3o4c_A,denovo_pdb,124,0e6e46b6e5a9970679330d77ff6fc44c,False,0.8823173608547347,UPI0017659A8C,0.3684210526315789,0.7661290322580645,200,True
3o4d_A,denovo_pdb,123,f3664d2eec302dcc4351133d67d51300,False,0.8875562517907716,UPI0017659A8C,0.35789473684210527,0.7723577235772358,200,True
3p6i_A,denovo_pdb,127,991a5c38f65799191ea3510454a90101,False,0.7605049546548087,Glendinning_2019_chicken|SAMEA5754820|k141_141601_13,0.33858267716535434,1.6377952755905512,200,True
3p6j_A,denovo_pdb,125,32a38e04ed648f9e3f5613fb7905f861,False,0.759003475694469,Glendinning_2019_chicken|SAMEA5754820|k141_141601_13,0.312,1.664,200,True
3pg0_A,denovo_pdb,140,6b9d73a9d561073fc79f506a7f85bf40,False,0.7699346690364033,Glendinning_2019_chicken|SAMEA5754820|k141_141601_13,0.36428571428571427,1.4857142857142858,200,True
3q7w_A,denovo_pdb,124,11ba0b021c0bd11d5b5328190b3d981e,False,0.8848152957648058,MGYP001348971965,0.20161290322580644,1.096774193548387,200,False
3q7x_A,denovo_pdb,125,ff8d89aa1419101148535f83f6989437,False,0.8828791771767405,UPI0017659A8C,0.3684210526315789,0.76,200,True
3q7y_A,denovo_pdb,124,27bb3579f0e4127cf8dadfb0d8e4ffb8,False,0.754238685876299,Glendinning_2019_chicken|SAMEA5754820|k141_141601_13,0.3790322580645161,1.6774193548387097,200,True
3rfn_A,denovo_pdb,151,0994f7b2260f4cfbe5568ab2e841a927,False,0.8775517622893106,UPI001BD86213,0.52,0.9933774834437086,200,True
3teu_A,denovo_pdb,98,6941235526bfa329c5743d4b3ef1721a,True,0.9639844604717621,UPI0014268CF6,0.42696629213483145,0.9081632653061225,200,True
3v45_A,denovo_pdb,166,f6813ac980b8d20164ea361379f34a56,False,0.8602398917413853,Wilhelm_2018_groundwater|SAMN06268929|k141_1701828_6,0.3192771084337349,1.036144578313253,200,True
3ww9_A,denovo_pdb,251,ad4d700f57f4bddc07b24f136db1170d,False,0.8954914738691024,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.1952191235059761,1.0119521912350598,200,False
3wwa_A,denovo_pdb,251,ad4d700f57f4bddc07b24f136db1170d,False,0.8954914738691024,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.1952191235059761,1.0119521912350598,200,False
4a29_A,denovo_pdb,247,c3ddda8dc9cb3abb65580c84ec676820,False,0.8798408773197528,UPI001DDD4E93,0.29554655870445345,1.0607287449392713,200,False
4d8h_A,denovo_pdb,124,b3c3133e4779ef774e98996cab0e6916,False,0.87572289860348,MGYP001348971965,0.20161290322580644,1.096774193548387,200,False
4db6_A,denovo_pdb,197,cef4e73ec7c555ce499aec62beae79d5,False,0.9051702483105174,MGYP002635482022,0.41007194244604317,0.7055837563451777,200,True
4drt_A,denovo_pdb,352,78b27248b537b92dd202b21f575684f6,False,0.8646409273502609,MGYP000709799413,0.34177215189873417,0.8977272727272727,200,True
4dui_A,denovo_pdb,165,890947feb497dbc77d66bc5213e7d946,False,0.9140747586874868,Tas_2018_soil_permafrost|SAMEA104055714|k119_207348_1,0.4153846153846154,0.7878787878787878,200,True
4etj_A,denovo_pdb,164,e039386621588a7bc6b9a1680450b7cf,False,0.8638696418374422,Wilhelm_2018_groundwater|SAMN06268929|k141_1701828_6,0.3231707317073171,1.048780487804878,200,True
4hxt_A,denovo_pdb,247,ec9c0ace018e832ae1de7834043f2393,False,0.9106285700480035,MGYP003880566513,0.41295546558704455,1.2064777327935223,200,True
4ijb_A,denovo_pdb,244,946586f7d8199004c3ef7f2e0b99d437,False,0.8775130051869182,UPI001DDD4E93,0.29508196721311475,1.0737704918032787,200,False
4j8y_A,denovo_pdb,157,227fb3dee5eab6f2504604d64b2197f5,False,0.9784466132524741,UPI000C215BBB,0.8535031847133758,1.0127388535031847,200,True
4lny_A,denovo_pdb,248,0e644b76a5c592c97741543df0c8b221,False,0.8803166151681355,UPI001DDD4E93,0.2862903225806452,1.0564516129032258,200,False
4lpx_A,denovo_pdb,97,12a80f27296fa995f0366c40cfb2ce1c,False,0.9736641934948796,UPI0014268CF6,0.7865168539325843,0.9175257731958762,200,True
4lt9_A,denovo_pdb,250,eaece45ffe10450cd9f53705897d6205,False,0.883753321091691,UPI001DDD4E93,0.272,1.048,200,False
4n6t_A,denovo_pdb,79,cafdff66ffb857491ff200fd1f9994f9,True,0.9367718798982702,UPI0001C2EA93,0.7088607594936709,1.1265822784810127,200,True
4n6u_A,denovo_pdb,79,cafdff66ffb857491ff200fd1f9994f9,True,0.9367718798982702,UPI0001C2EA93,0.7088607594936709,1.1265822784810127,200,True
4nez_A,denovo_pdb,160,66ee1fb6afbdd792f540b719fbea5c8e,False,0.5574057180421251,UPI0039D722B8,0.25625,1.25625,200,False
4oxw_A,denovo_pdb,106,f28137da9b519633cbcb3b1120352042,False,,,0.0,0.0,200,False
4oza_A,denovo_pdb,57,204edfba395252a8cc5c70a1f3519736,False,,,0.0,0.0,200,False
4ozc_A,denovo_pdb,57,7f6800f7696c694f8b8037be7d60ee57,False,,,0.0,0.0,200,False
4pq8_A,denovo_pdb,241,d704bfb0592e8c0467e527ad1ee16316,False,0.9047743837682843,MGYP000950168216,0.4258373205741627,0.8672199170124482,200,True
4psj_A,denovo_pdb,255,79e2eb8d1d58739e10db0b054490bc36,False,0.906076151976012,MGYP000950168216,0.4784688995215311,0.8196078431372549,200,True
4pww_A,denovo_pdb,85,2b00488e3e69431213184739044dd3b2,False,0.7769311863005481,ALOHA_BATS_marine_pelagic|SAMN07137075|k141_552464_5,0.14814814814814814,0.9529411764705882,200,False
4qkr_A,denovo_pdb,125,2758b6b13be21290fb4f2404d7a3c55f,False,0.8683415433242073,MGYP003580641479,0.24390243902439024,0.984,200,False
4qks_A,denovo_pdb,124,03c6dc6b06363b26122feb880b077bb7,False,0.8895788285562802,MGYP001348971965,0.20161290322580644,1.096774193548387,200,False
4r5c_A,denovo_pdb,304,c467746db546025751186531d471af60,True,0.9038263775533828,MGYP000950168216,0.49760765550239233,0.6875,200,True
4r6f_A,denovo_pdb,329,a82f0d5fcf00ac167270ae38b3d45983,False,0.8953182168026564,MGYP000950168216,0.5023923444976076,0.6352583586626139,200,True
4u3h_A,denovo_pdb,100,fe424b331a8e5167777b558b2501a845,True,0.9417471259389122,UPI0014268CF6,0.4606741573033708,0.89,200,True
4uos_A,denovo_pdb,188,dfa2e89a1b2b16313696756a30d6a431,False,0.7844609669085487,UPI0002788DA2,0.4148936170212766,3.202127659574468,200,True
4wpy_A,denovo_pdb,88,e0f2307beb76f3c97a14317294bdd33f,False,0.9511736892981751,JGI_rhizosphere|SAMN06344169|k141_775053_1,0.5,1.0,200,True
4wsp_A,denovo_pdb,79,2dd73eb5aa5ad4947a9897f5491858b6,False,0.9266713471884637,Rasmussen_2022_San_Francisco_Bay|SAMN08769320|k141_2020747_2,0.35443037974683544,1.0632911392405062,200,True
4yxx_A,denovo_pdb,208,248fe9223f44e02e47fcbf567368fb4b,False,,,0.0,0.0,200,False
4yxz_A,denovo_pdb,278,b87effb8d193f3145c341037bc08639e,False,0.8559386403188787,MGYP002624425587,0.32142857142857145,0.60431654676259,200,True
5bvl_A,denovo_pdb,180,c83bfa2995ada0507351fa0c2c44ebfe,False,0.5901874765455247,UPI0039CE7333,0.2706766917293233,0.7388888888888889,200,False
5cwb_A,denovo_pdb,197,4a11d6d596271f49d5e6e64adecc44f7,False,0.7714038592794342,MGYP003329079085,0.1881720430107527,0.9441624365482234,200,False
5cwc_A,denovo_pdb,196,d7bed4974c5d35c00c70832cedd81598,False,0.7854024349899313,JGI_aquatic_extreme_virus|SAMN12796108|k141_1452479_2,0.3413173652694611,0.8520408163265306,200,True
5cwd_A,denovo_pdb,171,80755da42e9a5ceb7f3075e9d13c1152,False,0.7724788291316882,UPI001AB9751E,0.3567251461988304,1.0760233918128654,200,True
5cwg_A,denovo_pdb,195,2d7503a802e3b078e0613eeed089a932,False,0.7733627612248581,JGI_aquatic_extreme_virus|SAMN12796108|k141_1452479_2,0.3413173652694611,0.8564102564102564,200,True
5cwh_A,denovo_pdb,159,08c77c7bf105237083fdbd3408de28f4,False,0.8273871752474308,MGYP001282619645,0.27044025157232704,1.20125786163522,200,False
5cwi_A,denovo_pdb,233,fb2f15fb5eb3c061220b39a28c082558,True,0.773534814895517,MGYP004617860379,0.3054187192118227,0.871244635193133,200,True
5cwj_A,denovo_pdb,160,c4ca6f543edc9a734d14de72d24bd954,False,0.805669333869835,MGYP001282619645,0.31875,1.19375,200,True
5cwk_A,denovo_pdb,172,7304fd7c049367e34148a40aaa34dba0,False,0.815332949228758,MGYP006127496843,0.29069767441860467,1.1569767441860466,200,False
5cwm_A,denovo_pdb,226,44d02c8d14491dee9aa79062a7abfa9b,False,0.7706520999152965,MGYP001064117054,0.4090909090909091,0.7787610619469026,200,True
5cwn_A,denovo_pdb,207,36a0a78109dcf0bb4569c21483a2d922,False,0.7314366378394173,PRJEB19235_salt_marshes|SAMEA56111668|k141_213692_3,0.4144144144144144,0.5362318840579711,200,True
5cwp_A,denovo_pdb,229,77fa550f08c212b4e2ef8b71a1a8b10d,False,0.7247668728035809,MGYP001064117054,0.3522727272727273,0.7685589519650655,200,True
5cwq_A,denovo_pdb,233,1a0dd4109bf6d6952208a34ace1214e8,False,0.7425469046358834,PRJEB19235_salt_marshes|SAMEA56111668|k141_213692_3,0.43243243243243246,0.47639484978540775,200,False
5di5_A,denovo_pdb,191,d4d5615b70339962bdfe84e7bd4fb1e4,False,0.835994876220257,MGYP006417087809,0.45549738219895286,1.3403141361256545,200,True
5dra_A,denovo_pdb,190,61dee8c2746a5235158ebe7cde4aacb2,False,0.8505546430090055,JGI_wetland_Ohio|SAMN11532264|k141_8017884_2,0.5774647887323944,0.7473684210526316,200,True
5f53_A,denovo_pdb,84,cd5615fcae0d70b6f484c8111c74a4b6,False,0.9272533780431783,MGYP002632401465,0.5119047619047619,2.0357142857142856,200,True
5hrz_A,denovo_pdb,122,a7405e0ef6884ad68721852e2b0b7570,False,0.9480851160183229,JGI_extremophile_microbial_mat|SAMN11532944|k141_255600_2,0.4180327868852459,1.5491803278688525,200,True
5ieo_A,denovo_pdb,118,02310b01a7bbe83b650fecc635ba7c22,False,0.9281060055860535,MGYP001390455211,0.19491525423728814,1.0084745762711864,200,False
5iep_A,denovo_pdb,121,ed1f24c39791280023228fdd2b56e2af,False,0.931865797922815,MGYP001390455211,0.20168067226890757,0.9834710743801653,200,False
5j0i_A,denovo_pdb,73,2730ba7dbaaec96f229170dc2fdaa92f,False,0.8416835485926313,TARA_Oceans_protists_metaG|SAMEA2732797|k119_316939_1,0.1643835616438356,1.0136986301369864,200,False
5l0p_A,denovo_pdb,311,75936710f30525b770db28fb4dd1b42f,False,0.7393029967917342,UPI00050DD639,0.6046511627906976,0.2765273311897106,200,False
5l33_A,denovo_pdb,106,f6eee0bff3b6ab6ab37202aa878f349e,False,0.9349051999210396,JGI_misc_misc|SAMN10350551|k141_1335430_2,0.19811320754716982,1.0377358490566038,200,False
5le4_A,denovo_pdb,313,881917b9d34f1a54913f5b137229cc76,False,0.9650482560258258,UPI003D83F07C,0.8089171974522293,0.5015974440894568,200,True
5le9_A,denovo_pdb,315,68c02c83785150a591a4e0f8522fef62,False,0.9607852688542878,UPI003D83F07C,0.7898089171974523,0.4984126984126984,200,False
5lea_A,denovo_pdb,316,7a058ff4e48383c8d17b7004e14a14e5,False,0.9663130764034555,UPI003D83F07C,0.802547770700637,0.49683544303797467,200,False
5lw2_A,denovo_pdb,155,c3c393cadd983b12af10ff90122bf67d,False,0.9767030443615569,UPI000C216DC5,0.8064516129032258,1.0258064516129033,200,True
5oos_A,denovo_pdb,161,d100f4983eeef454567f984cdc8c9768,False,0.975715287282744,UPI000C215BBB,0.8553459119496856,0.9875776397515528,200,True
5oou_A,denovo_pdb,165,ebad510181d3e5da1d2495ff0d86a12f,False,0.9698221087428202,UPI000C215BBB,0.8616352201257862,0.9636363636363636,200,True
5op3_A,denovo_pdb,157,d801c14ea0038f9e23d8f3a28474ae45,False,0.9784341187817239,UPI000C215BBB,0.8662420382165605,1.0127388535031847,200,True
5orm_A,denovo_pdb,350,85fec6f8baf23fd2ff80b98942173150,False,0.9111860314516541,MGYP000072732162,0.40096618357487923,0.5914285714285714,200,True
5trv_A,denovo_pdb,118,359bf1b407f5dc1fd05911487c2436f9,False,0.9365958756831659,Xu_2018_citrus|SAMN06239018|k141_194863_2,0.22033898305084745,1.0423728813559323,200,False
5vjs_A,denovo_pdb,196,a66e4922adcfb117774852276157dd3e,True,0.7053360741481323,MGYP001206453889,0.19387755102040816,1.0459183673469388,200,False
5vjt_A,denovo_pdb,196,a66e4922adcfb117774852276157dd3e,True,0.7053360741481323,MGYP001206453889,0.19387755102040816,1.0459183673469388,200,False
5vju_A,denovo_pdb,196,7408cfc529e7ff332d369e7127448c9e,True,0.7438430187882016,MGYP001206453889,0.19387755102040816,1.0459183673469388,200,False
5vnv_A,denovo_pdb,120,7de618fb4373610dffbc77fd2d6a31b5,True,0.9549666492669371,UPI003D83BCE1,0.7203389830508474,0.9833333333333333,200,True
5xg5_A,denovo_pdb,145,de0fe718030211264cb9a2c4f408fdf2,True,0.9185388920150929,JGI_soil_forest_Luquillo|SAMN11532885|k141_1770182_1,0.4206896551724138,1.9586206896551723,200,True
5ys7_A,denovo_pdb,315,1066f68ef9fb9efc035135e32ed7b913,False,0.664375899081392,MGYP000829822125,0.5076923076923077,0.4126984126984127,200,False
6ais_O,denovo_pdb,244,000003f00f861e666fcff4e49218a1ec,False,0.7211236093369721,MGYP001542706317,0.4603174603174603,0.5163934426229508,200,True
6ds9_A,denovo_pdb,93,5404c9134adeff0a7bb167418925d24d,True,0.8069120476111106,UPI0021ED201E,0.41935483870967744,1.913978494623656,200,True
6ee5_A,denovo_pdb,352,471b529fbb9c989ed4cda6f055110206,False,0.8681668217523797,UPI001D094F47,0.4005681818181818,1.0738636363636365,200,True
6egc_A,denovo_pdb,147,5cb15a60f632036df120860cc1933d16,False,0.6001084163283669,MGYP001206453889,0.3401360544217687,1.3945578231292517,200,True
6f0s_A,denovo_pdb,251,d946f60af03f9d0c22b3bdbcb4387c6c,False,0.8982151949016729,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.21912350597609562,1.0119521912350598,200,False
6ff6_A,denovo_pdb,222,ad186c4db2ca4668fc053f0101e16a03,False,0.858481897508672,JGI_peatland_Minnesota|SAMN07631769|k141_205847_1,0.3923076923076923,0.5855855855855856,200,True
6fpb_A,denovo_pdb,160,5b14588c9a74f9670790165ffca18b1e,False,0.9767649906986046,UPI000C216DC5,0.8238993710691824,0.99375,200,True
6g6m_A,denovo_pdb,320,5b80d89ad2714757956b6eb1e9dcf2c6,False,0.9015296422108,MGYP003447270093,0.5,0.74375,200,True
6g6p_A,denovo_pdb,318,2bbce9050f672350bebf923da496546e,False,0.9022671896393252,MGYP003447270093,0.4369747899159664,0.7484276729559748,200,True
6i37_A,denovo_pdb,251,99c5ba05974157eabd7038bd752c5bae,False,0.8965194905126553,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.24302788844621515,1.0119521912350598,200,False
6i38_A,denovo_pdb,251,64894162545ef152f4069b083f482802,False,0.8963107789086548,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.24302788844621515,1.0119521912350598,200,False
6i39_A,denovo_pdb,251,e45fb67755fb5030c57b0f72bae66d6e,False,0.8997640960982015,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.22310756972111553,1.0119521912350598,200,False
6i3a_A,denovo_pdb,251,54299d161743788e07e284efa527216b,False,0.8940019470576793,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.23107569721115537,1.0119521912350598,200,False
6ics_O,denovo_pdb,242,df55e0c5b8d55bcff29f6499c1650d49,False,0.7268905556207825,MGYP001542706317,0.4603174603174603,0.5206611570247934,200,True
6idc_A,denovo_pdb,251,7175a9c7e1a953cb7f38e3e4dce8df3e,True,0.7264552645785523,MGYP001542706317,0.4523809523809524,0.50199203187251,200,True
6iei_A,denovo_pdb,250,9925f93ce4f4fd2612e7cae5c5771073,True,0.7302293462333973,MGYP001542706317,0.4523809523809524,0.504,200,True
6jcc_A,denovo_pdb,97,f693c729cec411523e096e8513fff104,True,0.9086837219241771,UPI00297BD545,0.20618556701030927,1.0618556701030928,200,False
6mrr_A,denovo_pdb,68,944e837f7ded003874b65edb2b26cc58,True,0.6651406060916154,Andersen_2019_pig|SAMEA4688959|k141_190202_2,0.3088235294117647,1.0147058823529411,200,True
6mrs_A,denovo_pdb,77,2875ec64d18be2a644b4509fadf44119,True,0.7211953508830907,MGYP000834988074,0.18181818181818182,1.077922077922078,200,False
6n9h_A,denovo_pdb,75,a556c8de5cc601c027d7dffef8e04d29,True,0.7429348215002609,Boeuf_2021_marine_HOT_ALOHA|SAMN11874539|k141_1299568_2,0.29333333333333333,1.3866666666666667,200,False
6naf_A,denovo_pdb,74,f702b538cfc088f88682158d6c424efe,False,0.7563346370293186,PRJEB29373_ankylosing_spondylitis|SAMEA5054182|k119_92605_1,0.28378378378378377,1.054054054054054,200,False
6nek_A,denovo_pdb,86,9a77e4ec090f3d0854449ca5b459b00b,False,0.9035600689942399,UPI0000EFF23C,0.3953488372093023,1.1395348837209303,200,True
6nla_A,denovo_pdb,56,9aeb59b65831318d280357d746025e03,True,0.8606608479796278,Kim_2016_marine_virus|SAMN03945045|k119_9870_2,0.30357142857142855,1.0892857142857142,200,True
6qb2_A,denovo_pdb,95,2ad0f303a6945fd3cd9ffd26161a77f8,False,0.940122783782154,UPI0022ECE089,0.9052631578947369,1.1789473684210525,200,True
6qsd_A,denovo_pdb,250,25d9a27be915a99fa488228de0b20a64,False,0.8933589258355402,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.2,1.016,200,False
6qse_A,denovo_pdb,251,6307b3a447b855eff2e4c18d073edb44,False,0.894692645134664,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.199203187250996,1.0119521912350598,200,False
6qsg_A,denovo_pdb,251,6307b3a447b855eff2e4c18d073edb44,False,0.894692645134664,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.199203187250996,1.0119521912350598,200,False
6qsh_A,denovo_pdb,246,b04e687170048343141b8f644d634116,False,0.8998647254407532,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.1991869918699187,1.032520325203252,200,False
6rej_A,denovo_pdb,250,39543b39330617a20ef7c51e38f863e8,False,0.8966505941340585,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.2,1.016,200,False
6rek_A,denovo_pdb,251,c961c0860c1245fe3855efa5c358eb45,False,0.8968072680630209,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.20318725099601595,1.0119521912350598,200,False
6rem_A,denovo_pdb,251,c961c0860c1245fe3855efa5c358eb45,False,0.8968072680630209,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.20318725099601595,1.0119521912350598,200,False
6reo_A,denovo_pdb,251,49665b5c457cd141b95064f02584062f,False,0.9015629221559687,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.19123505976095617,1.0119521912350598,200,False
6rlh_A,denovo_pdb,248,3a79436a2573ad89670a085d1dc5911d,False,0.9034961061749528,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.18548387096774194,1.0241935483870968,200,False
6rli_A,denovo_pdb,250,9f9f8cc962d887533ff6b4058db3bd70,False,0.9008621311561149,Dai_2019_soil_fertilization|SAMEA4787242|k141_281622_2,0.188,1.016,200,False
6sa6_A,denovo_pdb,395,d2a509a41553897dd5462cbcdc43c513,False,0.8936271371151466,UPI00299660B6,0.4911392405063291,2.1746835443037975,200,True
6tjg_A,denovo_pdb,320,f8038faea2509406b7c7ce09fdcb4027,False,0.9065779768537843,MGYP000863690151,0.6284403669724771,0.68125,200,True
6veh_A,denovo_pdb,180,836a6ba67d9062d242324a5a1b248712,False,0.9194998689536656,MGYP001388947457,0.5055555555555555,1.4,200,True
6w3w_A,denovo_pdb,107,f9e965861fa50830a41071bc0364cdf6,True,0.9146438215151904,PRJNA723432_goat|SAMN18817646|k141_408061_12,0.2336448598130841,1.0934579439252337,200,False
6w90_A,denovo_pdb,130,ea167bf3e2b1b7d5f8986d6750944a2e,False,0.9380789888293253,Probst_2018_aquifer|SAMN07960329|k141_168805_1,0.1968503937007874,0.9769230769230769,200,False
6wvs_A,denovo_pdb,182,9ed74a30bca1762ef40932a03f7c6a39,False,0.798473190994343,MGYP000998166307,0.4675324675324675,0.4230769230769231,200,False
6x9z_A,denovo_pdb,120,1b72d27b4d4652e8743153d9cd75b47a,False,0.9357171024336107,MGYP001313881373,0.21428571428571427,0.9333333333333333,200,False
6xi6_A,denovo_pdb,269,00f1fd82365e5d246acd4837077639b0,False,0.8136694631865491,MGYP001064117054,0.42613636363636365,0.654275092936803,200,True
6xt4_A,denovo_pdb,235,e77906140997196a6aecdb59b18b3422,False,0.6949712261079373,MGYP005816839323,0.3702127659574468,1.4638297872340424,200,True
6y7p_A,denovo_pdb,319,518e38780df9eeb8c70daf4f10d5a13b,False,0.9014756534464532,MGYP003447270093,0.5,0.7460815047021944,200,True
6ypi_A,denovo_pdb,87,6e0cccad41a6ce29abc1bb3b19be55b8,False,0.7555262815706221,PRJEB19235_salt_marshes|SAMEA56111668|k141_213692_3,0.20689655172413793,1.2758620689655173,200,False
6yqx_A,denovo_pdb,181,b6eb8cc0b270ea4e307abb1fa026c4b8,False,0.6673690025763818,MGYP000065458144,0.5068493150684932,0.40331491712707185,200,False
6yqy_A,denovo_pdb,178,7e1359f2907f037dd35eb8b1f6f6852d,False,0.5811753891477194,UPI0039CE7333,0.24812030075187969,0.7471910112359551,200,False
6z2i_A,denovo_pdb,168,7ba480f8e71e24762d1ca6f34126253e,False,0.6773077590914512,MGYP001033964884,0.24404761904761904,1.1071428571428572,200,False
7a8s_A,denovo_pdb,190,4caa10e455f0e492256f94e782edf5df,False,,,0.0,0.0,200,False
7ah0_A,denovo_pdb,104,e774ffb3743b79f454670efcd2a49ab3,False,0.7565863758266933,Valles-Colomer_2023_transmission|SAMEA10740897|k141_30140_4,0.5961538461538461,2.951923076923077,200,True
